Paper Title,Number_of_Hallmarks,Total_Score,Primary_Hallmark,Primary_Hallmark_Score,Is_Aging_Related
"Recent advances of Sirtuins in chronic obstructive pulmonary disease",3,5.142905,"epigenetic alterations",3.869476,Yes
"Expression of Sirts gene in peripheral blood mononuclear cells of patients with coronary heart disease",0,0.000000,"None",0.000000,No
"Expression level of silent information regulator 6 in serum in Bama longevity area of Guangxi",1,0.577158,"epigenetic alterations",0.577158,Yes
"Abstract P5-05-02: Regulation of glucose metabolism by the RUNX2 transcription factor has a negative impact on mitochondrial function in breast cancer cells",0,0.000000,"None",0.000000,No
"Abstract A06: Characterization of a novel p53-regulated embryonic stem cell-specific lncRNA that safeguards pluripotency",1,1.155749,"epigenetic alterations",1.155749,Yes
"Sirt6 Regulates Insulin Secretion from the Pancreatic Beta Cells",1,0.465182,"deregulated nutrient sensing",0.465182,Yes
"[Research progress of relationship between SIRT6 function and diseases].",1,0.659199,"epigenetic alterations",0.659199,Yes
"Spatial Dynamics of SIRT1 Dictate Metabolic Transitions in the Cell Nucleus",1,0.597052,"epigenetic alterations",0.597052,Yes
"Lettre d’information pour le traitement du psoriasis par l’adalimumab (Humira®)",1,0.644337,"disabled macroautophagy",0.644337,Yes
"[SIRT6 and energy metabolism].",1,0.546477,"deregulated nutrient sensing",0.546477,Yes
"JURISPRUDENCIA (TS). Defensa de la competencia: Fijación de PVP de combustibles.",0,0.000000,"None",0.000000,No
"Docosahexaenoic acid induces cell death through downregulation of hedgehog signaling via the activation of SIRT6 in human non-small cell lung carcinomas harboring EGFR mutations",0,0.000000,"None",0.000000,No
"THE EFFECTS OF AGE ON MUSCLE LOSS AND TISSUE-SPECIFIC LEVELS OF NF-ĸB AND SIRT6 PROTEINS IN RATS",1,0.713906,"epigenetic alterations",0.713906,Yes
"Abstract CN11-01: The histone deacetylase SIRT6 is a key modulator of cancer metabolism",3,2.829515,"epigenetic alterations",2.445803,Yes
"Association analysis of oxidative stress–related genes and endometrial cancer in The Cancer Genome Atlas",0,0.000000,"None",0.000000,No
"Role Of Sirtuin-6 In Maintenance Of Genomic Instability In Multiple Myeloma Cells",2,2.253803,"genome instability",1.817062,Yes
"Abstract 2656: Loss of SIRT6 reactivates the oncofetal RNA-binding protein Lin28b to drive pancreatic cancer",1,3.629979,"epigenetic alterations",3.629979,Yes
"Relationship between expression of SIRT1 and SIRT6 genes and the response to ovarian stimulation",1,0.606832,"epigenetic alterations",0.606832,Yes
"Data for ""Positive Selection Linked with Generation of Novel Mammalian Dentition Patterns""",0,0.000000,"None",0.000000,No
"Deacetylase Inhibitor Cocktails Provide Striking Synergistic Interactions in Human Leukemia Cells.",1,0.730423,"epigenetic alterations",0.730423,Yes
"Cardiac Hypertrophy in Neonates With Congenital Heart Disease Delays Maturational Alterations in Cardiac Energy Metabolism by Modifying Myocardial Acetylation Control",2,1.156065,"epigenetic alterations",0.750294,Yes
"The SIRT6 deacetylase regulates aging‐associated heart failure by modulating IGF‐Akt signaling at the level of chromatin.",1,2.481622,"epigenetic alterations",2.481622,Yes
"Bone marrow-specific Sirt6 deletion increases atherogenesis by increasing macrophage scavenger receptor 1",0,0.000000,"None",0.000000,No
"Abstract 214: Role Of Sirtuin 6 In Macrophage Polarization In Diabetes",3,2.538151,"epigenetic alterations",1.538209,Yes
"El poblamiento de Portugal ségun ""Collectoriae"" vaticanas del siglo XIV: diócesis de Lisboa y Coimbra",0,0.000000,"None",0.000000,No
"Design and Synthesis of heterocyclic molecules as novel agents for the treatment of chemo-resistant cancers",0,0.000000,"None",0.000000,No
"Functional Characterization of NAD Dependent De-Acetylases SIRT1 and SIRT2 in B-Cell Chronic Lymphocytic Leukemia (CLL)",1,1.673563,"epigenetic alterations",1.673563,Yes
"Research Article Differential regulation of the Sir2 histone deacetylase gene family by inhibitors of class I and II histone deacetylases",1,3.408981,"epigenetic alterations",3.408981,Yes
"SIRT6 Induces IL-8 and TNF-a Expression in Pancreatic Cancer Cells",0,0.000000,"None",0.000000,No
"Compromised Nuclear Sirtuins Activity Sensitizes BRCA-Proficient multiple Myeloma Cells to DNA Damage Agents",1,1.733406,"genome instability",1.733406,Yes
"Sirtuin-6 inhibits epithelial to mesenchymal transition via inactivation TGF-β/smad signaling in vitro and in vivo",1,0.600012,"epigenetic alterations",0.600012,Yes
"Abstract PR09: Loss of SIRT6 reactivates the RNA-binding protein lin28b to drive pancreatic cancer",1,3.852973,"epigenetic alterations",3.852973,Yes
"Analysis of Sirt6 molecular networks in mouse retina",1,0.536591,"epigenetic alterations",0.536591,Yes
"FoxO3 transcription factor and Sirt6 deacetylase regulate LDL-cholesterol homeostasis via control of the proprotein convertase subtilisin/kexin type 9 (Pcsk9) gene expression",0,0.000000,"None",0.000000,No
"Applications in High-throughput Sequencing Technologies: From Compression Algorithms and Data Warehousing to Understanding Gene Regulation and Diseases at Scale",0,0.000000,"None",0.000000,No
"Spatial Dynamics of SIRT1 Relates to Metabolic Transitions in the Cell Nucleus",2,0.655736,"epigenetic alterations",0.542212,Yes
"SuO006TWO MAJOR INSULIN RESISTANCE GENES (SIRT1 AND SIRT6) ARE ASSOCIATED WITH CONCENTRIC LEFT VENTRICULAR HYPERTROPHY IN END STAGE KIDNEY DISEASE",1,0.284998,"deregulated nutrient sensing",0.284998,Yes
"Novel Structure and Function of Human Sirtuins",0,0.000000,"None",0.000000,No
"Estudio de los genes implicados en la fisiopatología de la enfermedad de Parkinson",0,0.000000,"None",0.000000,No
"Regulation of SIRT6 activities by the lamins",0,0.000000,"None",0.000000,No
"Characterization of SIRT6 in human ribosomal RNA gene",0,0.000000,"None",0.000000,No
"Characterization of Four Tetrahymena Thermophila SIRT6 Histone Deacetylase Homologs and Their Response to Genotoxic Stress",2,1.238572,"epigenetic alterations",0.959329,Yes
"Screening and functional evaluation of SIRT6-activating food",0,0.000000,"None",0.000000,No
"L’histone désacétylase SIRT6 : un gène suppresseur au potentiel thérapeutique excitant",0,0.000000,"None",0.000000,No
"NAD immunometbolism drives intestinal inflammation and colitis-associated tumorigenesis",3,1.193505,"chronic inflammation",0.721781,Yes
"Effect of SIRT6 on the proliferation of colorectal cancer cells",0,0.000000,"None",0.000000,No
"Abstract 13016: SIRT6 Plays an Essential Role in Regulating IGF Signaling and Aging Associated Cardiac Failure",1,1.053114,"epigenetic alterations",1.053114,Yes
"Ellos ya se han ido, y no solos: la generación más preparada de la historia de España se va del país",0,0.000000,"None",0.000000,No
"被災の精神分析 (総特集 東日本大震災と〈こころ〉のゆくえ) -- (〈こころ〉の理論)",0,0.000000,"None",0.000000,No
"Lamin A is an endogenous activator of SIRT6 deacetylase",0,0.000000,"None",0.000000,No
"IMPROVING HEALTHSPAN BY MANIPULATING SIRT6 LEVELS: HOW DOES IT WORK?",3,2.655353,"deregulated nutrient sensing",1.090501,Yes
"Effects of aging and cardiovascular risk factors on expression of SIRT1 and SIRT6 in the human corpus cavernosum.",1,0.701591,"epigenetic alterations",0.701591,Yes
"Abstract 269: Sirt-6 Deficiency Impairs Wound Healing in Diabetic (db/db) Mice Through Enhancement of Nf-kb Dependent Transcriptional Activity",3,2.701291,"epigenetic alterations",1.490330,Yes
"SERUM SIRTUINS AS NOVEL PROTEIN MARKERS FOR FRAILTY",1,3.275977,"epigenetic alterations",3.275977,Yes
"Abstract 820: Potential pro-proliferative role of SIRT6 in melanoma",2,3.373099,"epigenetic alterations",3.269049,Yes
"カロリー制限などによるサーチュインの活性化と老化:SIRT1,SIRT3,SIRT6",1,0.928790,"epigenetic alterations",0.928790,Yes
"寿命,癌および心血管疾患の制御における岐路に立つSIRT6の複数の経路【Powered by NICT】",0,0.000000,"None",0.000000,No
"SIRT6の研究進展と機能解析【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"糖尿病患者の健康寿命延伸を目指して―老化関連因子サーチュイン・AGEs・p53と寿命―5 SIRT6と代謝・老化",0,0.000000,"None",0.000000,No
"Sirtuins and aging: SIRT1, SIRT3 and SIRT6",1,2.303227,"epigenetic alterations",2.303227,Yes
"SIRT6 targets p53 to regulate DNA damage repair, stem cell maintenance and aging",2,2.206628,"genome instability",1.643721,Yes
"Auswirkungen des alternativen Spleißens auf humane Sirtuine und alpha-Kristalline",0,0.000000,"None",0.000000,No
"SIRT6,酸化ストレスと老化【Powered by NICT】",0,0.000000,"None",0.000000,No
"تاثیر اتخاذ مالیات بر ارزش زمین به عنوان منبع درآمدی پایدار بر اقتصاد مسکن شهری",0,0.000000,"None",0.000000,No
"Warburg effektusban szerepet játszó mikro-RNS-ek, valamint a HDAC4 és SIRT6 hiszton deacetiláz enzimek szerepe felnőttkori hematológiai malignus betegségek patogenezisében",0,0.000000,"None",0.000000,No
"Redox modulation of hSIRT6, key enzyme of metabolism and inflammation",1,0.716512,"epigenetic alterations",0.716512,Yes
"Abstract 12257: Calmodulin Interacting Genes as a Novel Candidate for Pathogenesis of Long-QT Syndrome",1,0.483634,"genome instability",0.483634,Yes
"The Arabidopsis thaliana SIRT2 sirtuin is involved in DNA damage response",2,2.712504,"epigenetic alterations",1.671150,Yes
"3-iodothyronamine as a potential anti-tumor compound",0,0.000000,"None",0.000000,No
"Boosting ATM Activity Promotes Longevity in Nematodes and Mice",2,2.757687,"genome instability",1.949033,Yes
"Role of nuclear lamins in the regulation of SIRT6",1,0.607059,"epigenetic alterations",0.607059,Yes
"1200 SIRT7 epigenetically regulates MITF to promote melanoma growth",1,0.897744,"epigenetic alterations",0.897744,Yes
"Oxidative stress-induced sulfenylation of SIRT6 IS associated with enhanced NF-κB signaling in human chondrocytes",2,3.280679,"mitochondrial dysfunction",1.736786,Yes
"1263 Involvement of SIRT6 deacetylase in autophagy regulation in melanoma",1,0.823152,"disabled macroautophagy",0.823152,Yes
"1145 Acute UV irradiation and intrinsic aging modulate various histone deacetylases expression levels in human skin in vivo",1,2.475702,"epigenetic alterations",2.475702,Yes
"Función telomérica y sirtuinas 1 y 6 en cáncer colorrectal en pacientes obesos y no obesos. Correlaciones clínicas",1,1.669722,"telomere attrition",1.669722,Yes
"Abstract 16778: Cardiac Hypertrophy in Neonates With Congenital Heart Disease Delays Maturational Changes in Cardiac Energy Metabolism via Decreased Mitochondrial Acetylation",2,0.837103,"epigenetic alterations",0.545766,Yes
"Abstract 97: UBE3A regulates SIRT6 levels to promote tumorigenesis in an ANXA2 dependent manner",1,0.131830,"loss of proteostasis",0.131830,Yes
"De otros tiempos: (historia de una pequeña broma literaria)",0,0.000000,"None",0.000000,No
"Importancia de los reservorios en el control de las enfermedades en producción porcina extensiva",0,0.000000,"None",0.000000,No
"Role of Lysine Acetylation in the Control of Cardiac Energy Metabolism",1,0.669876,"epigenetic alterations",0.669876,Yes
"Modification strategies of brain targeted nano-based drug delivery system",2,1.197630,"intercellular communication",0.639806,Yes
"Abstract LB-241: Genomic characterization of breast cancer cells resistant to the histone deacetylase inhibitor romidepsin",1,1.170457,"epigenetic alterations",1.170457,Yes
"Abstract 4461: Sirt6 deletion slows mouse mammary tumorigenesis",1,1.187849,"epigenetic alterations",1.187849,Yes
"Abstract 587: Small solute carrier and sirtuin genes are potential prognostic biomarkers for renal cell carcinoma",1,1.205246,"epigenetic alterations",1.205246,Yes
"Abstract 548: The effects of Sirtuin 6 inhibition on autophagy-related pathways in melanoma",2,2.183246,"epigenetic alterations",1.279846,Yes
"Experimental studies on the protective effects of the over-expression of lentivirus-mediated SIRT6 on radiation-induced lung injury",1,0.606490,"epigenetic alterations",0.606490,Yes
"Abstract 4992: Sirt6 loss increases stemness and defense against oxidative stress in tumor-propagating cells, promoting tumor growth and maintenance in squamous cell carcinoma",2,1.371307,"epigenetic alterations",0.936131,Yes
"Abstract 16485: Reconstitution of Aged Bone Marrow With Young Sca-1 Cell Rejuvenates the Aged Heart",4,2.486941,"epigenetic alterations",0.785787,Yes
"5066Lack of endothelial Sirt6 enhances arterial thrombosis by upregulating tissue factor and pro-inflammatory cytokines",1,0.442383,"chronic inflammation",0.442383,Yes
"Molecular Aspects of the Geroprotective Effect of Peptide KE in Human Skin Fibroblasts",2,1.301347,"cellular senescence",0.697027,Yes
"GW29-e1723 Age-related downregulation of Sirt6/Nrf2 signal axis contributes to the increased heart ischemic intolerance in aged mice",1,0.992342,"epigenetic alterations",0.992342,Yes
"SIRT6 at the beginning",1,0.605421,"epigenetic alterations",0.605421,Yes
"Regulation of human sirtuin deacylase activity by cellular oxidants",3,4.328514,"epigenetic alterations",3.338969,Yes
"Sirtuins and Chronic Obstructive Pulmonary Disease",2,1.673400,"epigenetic alterations",1.097745,Yes
"SIRT6, FOXO4, HIF3А: Unlocking key metabolic regulators in cancer cells",1,0.261570,"deregulated nutrient sensing",0.261570,Yes
"SIRT6调控细胞糖代谢对非小细胞肺癌A549细胞放射敏感性的影响#br##br#",0,0.000000,"None",0.000000,No
"MDM2-Mediated Degradation of SIRT6 Phosphorylated by AKT1 Promotes Tumorigenesis and Trastuzumab Resistance in Breast Cancer",1,1.092016,"epigenetic alterations",1.092016,Yes
"THU0099 Myeloid sirtuin 6 deficiency accelerates experimental and human arthritis by increasing macrophage infiltration into synovium",1,0.470406,"chronic inflammation",0.470406,Yes
"SIRT6 As a Potential Therapeutic Target in Diffuse Large B-Cell Lymphoma",1,1.107888,"epigenetic alterations",1.107888,Yes
"Abstract A38: RNA-seq of diagnostic and relapse disseminated tumor cells (DTCs) in stage M neuroblastoma patients and first steps towards DTC-derived xenografts in zebrafish embryos",0,0.000000,"None",0.000000,No
"Aging Cell Prize for Best Paper 2010",0,0.000000,"None",0.000000,No
"Autophagy Activated by SIRT6 Regulates Amyloid-β Induced Inflammatory Response in RPEs",2,1.408470,"disabled macroautophagy",0.925656,Yes
"Sirtuin 6 regulates innate immune responses in a syngeneic mouse model of hepatocellular carcinoma",2,2.625198,"epigenetic alterations",2.203545,Yes
"Sirtuin 6 (SIRT6) overexpression regulates antioxidant status and redox signaling in human chondrocytes",2,3.199940,"epigenetic alterations",1.909205,Yes
"Pentamethylquercetin inhibited the growth of hepatic ascitic tumor cell H22 by improving metabolic environment and aerobic glycolysis in monosodium glutamate-induced obese mice",1,0.294302,"deregulated nutrient sensing",0.294302,Yes
"THU0024 INHIBITION OF CELL PROLIFERATION AND PROMOTION OF INTERLEUKIN-8 PRODUCTION BY T-614 IN CULTURED HUMAN AORTIC ADVENTITIAL FIBROBLASTS",0,0.000000,"None",0.000000,No
"1765-P: Adipose Sirtuin 6 Drives Macrophage Polarization Toward M2 through IL-4 Production and Maintains Systemic Insulin Sensitivity in Mice and Human",2,0.880924,"chronic inflammation",0.512620,Yes
"تأثیر هشت هفته تمرین تناوبی شدید بر سطوح سرمی آنزیم تلومراز و پروتئین سیرتوئین شش در سالمندان",0,0.000000,"None",0.000000,No
"2026-P: Myeloid Sirtuin 6 Is a Molecular Switch of White Adipose Tissue Browning",2,1.166944,"epigenetic alterations",0.724272,Yes
"AB0114 POTENTIAL THERAPEUTIC EFFECTS OF CENTAUREA CYANUS L. ON RHEUMATOID ARTHRITIS THROUGH CD38+ NK CELLS",1,0.159927,"stem cell exhaustion",0.159927,Yes
"Abstract 15739: Overexpression of the Longevity Gene SIRT6 in Myeloid Cells Reduced Left Ventricular Hypertrophy After Mi",1,0.877126,"epigenetic alterations",0.877126,Yes
"La retribución del trabajo en el mar: ""el salario a la parte""",0,0.000000,"None",0.000000,No
"Stronger SIRT6, longer lifespan",1,0.811042,"epigenetic alterations",0.811042,Yes
"Aging Alters NAD+, Sirtuins and Targeted Protein Levels and Acetylation in the Mouse",1,1.763440,"epigenetic alterations",1.763440,Yes
"Abstract SY20-01: Linking epigenetics, metabolism, and cancer: Lessons from SIRT6",1,1.637499,"epigenetic alterations",1.637499,Yes
"Abstract 5064: Sirt6 is a novel tumor suppressor in human urothelial cancer and activated by methysticin",0,0.000000,"None",0.000000,No
"Abstract 3156: Pathway Specific Functional Biomarkers for the Early Detection of Liver Cancer",0,0.000000,"None",0.000000,No
"RELATIVE GENE EXPRESSION OF SIRT6, FOXO4 AND HIF3A IN PATIENTS DIAGNOSED WITH COLORECTAL CANCER",2,1.027501,"epigenetic alterations",0.732245,Yes
"Reforestation program. Coahuila State",0,0.000000,"None",0.000000,No
"2287Endothelial SIRT6 exerts a beneficial role in cerebral ischemia/reperfusion injury by preserving blood-brain barrier integrity",0,0.000000,"None",0.000000,No
"From the Editor’s Desk…",1,0.527686,"stem cell exhaustion",0.527686,Yes
"MECHANISMS OF LONGEVITY: LESSONS FROM LONG-LIVED MAMMALS",1,0.000000,"telomere attrition",0.000000,Yes
"Identification of Novel Synthetic Lethal Partners of NAMPT Inhibitor By CRISPR-Cas9 Screens in Acute Myeloid Leukemia",1,1.212924,"genome instability",1.212924,Yes
"Abstract C11: Linoleic acid elevates sirtuin 6 expression and modulates glycolysis and epithelial-mesenchymal transition of pancreatic cancer with loss of Krüpple like factor 10",1,0.581468,"epigenetic alterations",0.581468,Yes
"SIRT6-shRNA预处理对缺氧/复氧诱导的H9C2心肌细胞损伤的影响及其机制",0,0.000000,"None",0.000000,No
"ANALYSIS OF EPIGENETIC MOLECULES SIRT2 E SIRT6 IN BREAST CANCER SUBTYPES",1,2.433787,"epigenetic alterations",2.433787,Yes
"Loss of Sirtuin6 induces expression of the cancer-related transmembrane protein TMEM45A in HepG2 cells",3,4.086537,"genome instability",1.922948,Yes
"Deletion of Sirtuin 6 affects tumor-directed innate immune responses in a syngeneic mouse model of hepatocellular carcinoma",1,3.715791,"epigenetic alterations",3.715791,Yes
"ケルセチンとコーヒー酸はヒト肺若齢及び老齢線維芽細胞のSirt6,Gdf11遺伝子を制御する | 文献情報 | J-GLOBAL 科学技術総合リンクセンター",0,0.000000,"None",0.000000,No
"Synergy between SIRT1 and SIRT6 helps recognize DNA breaks and potentiate the DNA damage response and repair",0,0.000000,"None",0.000000,No
"[Effect of combined application of ozone therapy and gravitational therapy on the remote results of complex treatment of geriatric patients].",1,0.609131,"epigenetic alterations",0.609131,Yes
"SAT-180 Sirt6 Deficiency Aggravates Ang II-induced Cholesterol Accumulation and Podocyte Injury",0,0.000000,"None",0.000000,No
"在三丁基过氧化氢体外诱导造血干/祖细胞衰老中的SIRT6/NF-κB信号轴",1,0.396843,"chronic inflammation",0.396843,Yes
"Abstract 729: Tissue Specific Reductions in Sirtuin-6 Expression Affect Calcium Burden and Pro-osteogenic Signaling in the Aortic Valve",1,0.782392,"epigenetic alterations",0.782392,Yes
"Activated SIRT1 and SIRT6 by Nrf2 Activator Attenuated Cisplatin-Induced Acute Nephrotoxicity in Mice",2,1.212860,"mitochondrial dysfunction",0.713021,Yes
"The nuclear sirtuin SIRT6 protects mice from polymicrobial sepsis by suppressing the host immune response",2,1.072836,"chronic inflammation",0.563952,Yes
"Chromatin Regulation and Genome Maintenance by Mammalian SIRT6 and SIRT7",3,6.013847,"epigenetic alterations",4.449816,Yes
"The nuclear sirtuin SIRT6 plays a role in regulating cardiac branched‐chain amino acid catabolism",2,1.058929,"deregulated nutrient sensing",0.593230,Yes
"Sirtuin 6 (SIRT6) Content and Hypoxia‐Inducible Factor 1‐Alpha (HIF‐1α) Expression in Human Umbilical Vein Endothelial Cells (HUVECs) in Response to Cyanidin‐3‐O‐ β‐glucoside (C3G): Pregnancy Complicated by Diabetes (PCD) vs. Normoglycemic Pregnancy (NP)",2,1.477468,"epigenetic alterations",1.056244,Yes
"Abstract B16: Loss of SIRT6 reactivates the RNA-binding protein Lin28b to drive pancreatic cancer",1,3.923885,"epigenetic alterations",3.923885,Yes
"人参皂苷Rg 1 基于SIRT6/NF-κB信号通路对辐射致造血干/祖细胞衰老的保护作用",0,0.000000,"None",0.000000,No
"[Effects of SIRT6 in cardiovascular, cancer and metabolic diseases].",1,1.221551,"epigenetic alterations",1.221551,Yes
"Modulación redox de Sirt6, enzima clave del metabolismo y la inflamación",0,0.000000,"None",0.000000,No
"Comparison of biological characteristics of nucleus pulposus mesenchymal stem cells from non-degenerative and degenerative nucleus pulposus in rats",0,0.000000,"None",0.000000,No
"Identification of rare and common variants of SIRT6 gene in long-lived individuals",0,0.000000,"None",0.000000,No
"Silent information regulator protein 6 and autophagy in age-related macular degeneration",2,1.958987,"disabled macroautophagy",1.328875,Yes
"Effect of SIRT6 on migratory and proliferative activity of skin fibroblasts in the elderly and their mechanisms",1,1.113806,"epigenetic alterations",1.113806,Yes
"Effects of cigarette smoke extract on the expression of SIRT6 and Caspase-9 in human bronchial epithelial cells",0,0.000000,"None",0.000000,No
"Effect and mechanism of silent information regulator 6 on gluconeogenesis in chronic-on-acute liver failure",1,0.099779,"deregulated nutrient sensing",0.099779,Yes
"Corneal wound healing and the Notch signaling pathway",0,0.000000,"None",0.000000,No
"PS-029-5 非小細胞肺がんにおけるSIRT6発現の臨床病理学的意義について(PS-029 肺 基礎-1,ポスターセッション,第114回日本外科学会定期学術集会)",1,0.448693,"epigenetic alterations",0.448693,Yes
"Comparison Of Exercise-induced Regulation Of Skeletal Muscle Hif-1α Between Endurance Trained And Untrained Individuals",1,0.070351,"deregulated nutrient sensing",0.070351,Yes
"The Role Of Aerobic Physical Training On Colon Tumor Metabolic Reprogramming",0,0.000000,"None",0.000000,No
"Role of Nampt-Sirt6 axis in renal proximal tubules in extracellular matrix deposition in diabetic nephropathy (審査報告)",1,0.568525,"intercellular communication",0.568525,Yes
"Abstract 4052: Effects of CRISPR/Cas9-mediated knockout of SIRT6 in human melanoma cells, <i>in vitro</i> and <i>in vivo</i>",1,0.443942,"epigenetic alterations",0.443942,Yes
"SIRT6 與 SIRT7 作為頭頸癌症血行中標誌之潛力",0,0.000000,"None",0.000000,No
"Hack and /: lightning hacks strike twice",0,0.000000,"None",0.000000,No
"The Improving Therapeutic Effects of SIRT6 in Lung Adenocarcinoma Cells after Irradiation",0,0.000000,"None",0.000000,No
"ヒト軟骨細胞においてSIRT6抑制は細胞老化,DNA損傷,テロメア機能不全をきたす",0,0.000000,"None",0.000000,No
"High Cytoplasmic FOXO3 Expression Associated with Poor Prognosis in Rectal Cancer Patients Received Preoperative Radiotherapy: A Study from Swedish Clinical Trial of Preoperative Radiotherapy to Big Database Analysis",0,0.000000,"None",0.000000,No
"Effect of Nutritional Stress on the Expression of Sirtuin Gene Family",1,4.534908,"epigenetic alterations",4.534908,Yes
"Omics of Long-Lived Mammals and Links to Human Centenarians",1,0.548455,"epigenetic alterations",0.548455,Yes
"Complementary and Integrated Studies of Longevity and Healthy Aging",1,0.909438,"epigenetic alterations",0.909438,Yes
"Linking Epigenetics, Metabolism and Cancer: Lessons From SIRT6",1,3.033870,"epigenetic alterations",3.033870,Yes
"Mechanisms of Lifespan Extension by Sirt6 in Drosophila melanogaster",2,2.878704,"epigenetic alterations",2.441423,Yes
"Chromatin Regulation and Genome Maintenance by Mammalian SIRT7",3,5.954273,"epigenetic alterations",4.400638,Yes
"SIRT6 slows VSMC senescence and atherogenesis",2,1.400081,"cellular senescence",0.845325,Yes
"SIRT6&amp;nbsp;Promotes&amp;nbsp;Osteogenic Differentiation&amp;nbsp;of&amp;nbsp;Adipose-Derived&amp;nbsp;Mesenchymal Stem Cells&amp;nbsp;Through&amp;nbsp;Activating&amp;nbsp;Notch Signaling&amp;nbsp;Via&amp;nbsp;Antagonizing DNMT1",3,1.184321,"epigenetic alterations",0.604961,Yes
"Abstract 13183: The Nuclear Sirtuin, Sirt6 Mitigates Muscle Atrophy Associated With Cancer",1,1.374706,"epigenetic alterations",1.374706,Yes
"SIRTUINY – INTRYGUJĄCE WIELOZADANIOWE „STRAŻNICZKI” PROCESÓW ŻYCIOWYCH",2,4.211950,"epigenetic alterations",3.879290,Yes
"カロリー制限などによるサーチュインの活性化と老化 : SIRT1, SIRT3, SIRT6",1,0.857745,"epigenetic alterations",0.857745,Yes
"Sirtuins triggered by fasting - potential mediators of longevity",2,2.442551,"epigenetic alterations",1.960318,Yes
"Exosomes Derived from SIRT6 Transfected Urine-Derived Stem Cells Improves Renal Fibrosis",1,0.440953,"epigenetic alterations",0.440953,Yes
"人参皂苷Rg1在造血干/祖细胞连续移植中对延缓细胞衰老的作用与去乙酰化酶6/核因子-κB信号轴的关系",0,0.000000,"None",0.000000,No
"The role of SIRT6 in oral squamous cell carcinoma",0,0.000000,"None",0.000000,No
"FEATURES OF miRNA ASSOCIATIONS WITH mRNA OF MYOCARDIAL INFARCTION CANDIDATE GENES",0,0.000000,"None",0.000000,No
"がんを病む子どもたちへのデス・エデュケーション (生と死から学ぶいのちの教育) -- (学校教育以外における取り組み)",0,0.000000,"None",0.000000,No
"The role of sirtuins in epigenetic regulation",2,1.929236,"epigenetic alterations",1.771444,Yes
"Sirtuins in Cutaneous Wound Healing and Skin Regeneration",1,0.545037,"chronic inflammation",0.545037,Yes
"450 DISRUPTION OF TGF-β SIGNALING PROMOTES LIVER DISEASES PROGRESSION FROM NAFLD/NASH TO HCC THROUGH SIRT6 REGULATION",0,0.000000,"None",0.000000,No
"[Implication of sirtuins and kisspeptin in ovarian aging.]",1,0.685834,"epigenetic alterations",0.685834,Yes
"Sirtuin6 induces mitophagy in UVB irradiated human keratinocytes",1,0.998997,"disabled macroautophagy",0.998997,Yes
"Activated mTORC1-SIRT6 Mediates Myofibroblast Differentiation and Idiopathic Pulmonary Fibrosis",0,0.000000,"None",0.000000,No
"SIRT6 Regulates Telomere Movement in the Presence and Absence of Oxidative Damage",4,4.043271,"mitochondrial dysfunction",1.227637,Yes
"Inactivation of Wnt/β‐catenin signaling pathway by SIRT 6 inhibits tumor growth and proliferation in hepatocellular carcinoma",1,1.309186,"epigenetic alterations",1.309186,Yes
"【結語】SIRT6は,293T細胞におけるIGF2発現を制御する。【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"心血管疾患におけるSIRT6の役割研究進展【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"The protein deacetylase SIRT6 suppresses cardiomyocyte senescence by protecting mitochondria",4,3.628043,"telomere attrition",1.611913,Yes
"Abstract 200: Role of Silent Mating Type Information Regulation 2 Homolog - 6 in Wound Healing in Diabetes",3,1.905773,"epigenetic alterations",0.919460,Yes
"SIRT1/SIRT6-Nrf2経路のアップレギュレーションによるシスプラチンの抗腫瘍活性増強を伴うダフネチン減弱シスプラチン誘発急性腎毒性【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"The effects of aging on SIRT6 protein levels in various tissues of rats",1,1.362977,"epigenetic alterations",1.362977,Yes
"Muscle‐Specific Over‐Expression of the NAD <sup>+</sup> ‐Dependent Nuclear Sirtuin SIRT6, Suppresses Cancer‐Associated Cachexia",1,1.568633,"epigenetic alterations",1.568633,Yes
"Abstract 2001: Krupple like factor 10 modulates stem cell phenotype of pancreatic adenocarcinoma via transcriptional regulation of Notch signal pathway",1,0.426387,"stem cell exhaustion",0.426387,Yes
"Olive Oil And Endurance Training Protect Against The Effects Of A High-fat Diet On Sirtuins, Protein Acetylation And NAD+ Status In Rat Muscle",2,1.485100,"epigenetic alterations",1.485100,Yes
"Особенности проектирования цветового пространства Смоленска в послевоенный период",0,0.000000,"None",0.000000,No
"Abstract 1984: Crosstalk between sirtuins and TGF-β signaling suppresses liver cancer",2,1.368677,"epigenetic alterations",0.777162,Yes
"SIRT6は長寿命種におけるより効率的なDNA二本鎖切断修復に関与する【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"肥満と糖尿病におけるSIRT6の役割【JST・京大機械翻訳】",0,0.000000,"None",0.000000,No
"Role and mechanism of SIRT6 in liver diseases",1,0.623720,"epigenetic alterations",0.623720,Yes
"Sirt6 links genome stability and tumor suppressionpathways to longevity maintenance",2,1.373437,"epigenetic alterations",0.918341,Yes
"Resveratrol Blocks Retrotransposition of LINE-1 Through PPAR α and Sirtuin-6",2,2.343135,"epigenetic alterations",1.533815,Yes
